time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2022-10-17 05:28:22.659 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4273893,1752,1127352,224, ,27, ,92, , , , , , , , , ,27,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665984501567,6365, , , ,46,3145728, , , , ,45,18,494,18, ,24, , ,3,21, , , , ,1, , , , , , , , ,8238,24, , , , , , , , ,448953040,3, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:29:22.678 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4281429,1752,1134888,224, ,27, ,92, , , , , , , , , ,27,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665984561772,6410, , , ,52,3145728, , , , ,25,18,470,18, ,27, , ,3,21, , , , ,1, , , , , , , , ,8349,27, , , , , , , , ,455244496,3, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:30:22.696 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4288965,1752,1142424,224, ,27, ,92, , , , , , , , , ,27,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665984621977,6458, , , ,55,3145728, , , , ,41,18,469,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,459438800,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:31:22.716 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4296501,1752,1149960,224, ,27, ,92, , , , , , , , , ,27,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665984682209,6506, , , ,56,3145728, , , , ,41,18,465,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,465730256,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:32:22.745 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4304037,1752,1157496,224, ,27, ,92, , , , , , , , , ,27,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665984742411,6554, , , ,57,3145728, , , , ,41,18,492,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , ,1,45,74464544,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:33:22.757 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4311573,1752,1165032,224, ,27, ,92, , , , , , , , , ,27,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665984802614,6602, , , ,57,3145728, , , , ,36,18,480,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,80756000,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:34:22.777 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4321357,1752,1174816,224, ,28, ,85, , , , , , , , , ,28,7, , , ,1,2,8, ,94, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665984861441,6646, , , ,42,3145728, , , , ,54,16,425,16, ,28, , ,3,19, , , , ,1, , , , , , , , ,10705,28, , , , , , , , ,87047456,2, , , , , , ,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:35:22.831 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4328933,1752,1182392,224, ,28, ,92, , , , , , , , , ,28,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665984922010,6694, , , ,40,3145728, , , , ,25,18,450,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,93338912,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:36:22.847 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4336469,1752,1189928,224, ,28, ,92, , , , , , , , , ,28,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665984982500,6742, , , ,41,3145728, , , , ,38,18,473,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,99630368,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:37:22.865 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4344005,1752,1197464,224, ,28, ,92, , , , , , , , , ,28,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985039218,6789, , , ,51,3145728, , , , ,26,18,469,18, ,29, , ,3,21, , , , ,1, , , , , , , , ,8423,29, , , , , , , , ,105921824,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:38:22.885 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4351541,1752,1205000,224, ,28, ,92, , , , , , , , , ,28,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985099751,6837, , , ,51,3145728, , , , ,42,18,490,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,112213280,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:39:22.899 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4359077,1752,1212536,224, ,28, ,92, , , , , , , , , ,28,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985160223,6881, , , ,44,3145728, , , , ,26,18,434,18, ,26, , ,3,21, , , , ,1, , , , , , , , ,8312,26, , , , , , , , ,118504736,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:40:22.917 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4366613,1752,1220072,224, ,28, ,92, , , , , , , , , ,28,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985220724,6923, , , ,44,3145728, , , , ,40,18,431,18, ,24, , ,3,21, , , , ,1, , , , , , , , ,8238,24, , , , , , , , ,124796192,1, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:41:22.934 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4375829,1752,1229288,224, ,29, ,93, , , , , , , , , ,29,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985281159,6965, , , ,43,3145728, , , , ,25,18,430,18, ,24, , ,3,21, , , , ,1, , , , , , , , ,11209,24, , , , , , , , ,131087648,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:42:22.954 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4383365,1752,1236824,224, ,29, ,92, , , , , , , , , ,29,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985341633,7007, , , ,43,3145728, , , , ,28,18,423,18, ,24, , ,3,21, , , , ,1, , , , , , , , ,8238,24, , , , , , , , ,135281952,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:43:22.970 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4390901,1752,1244360,224, ,29, ,92, , , , , , , , , ,29,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985402110,7049, , , ,43,3145728, , , , ,26,18,406,18, ,24, , ,3,21, , , , ,1, , , , , , , , ,8238,24, , , , , , , , ,141573408,3, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:44:22.984 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4398437,1752,1251896,224, ,29, ,92, , , , , , , , , ,29,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985462643,7091, , , ,43,3145728, , , , ,41,18,466,18, ,24, , ,3,21, , , , ,1, , , , , , , , ,8238,24, , , , , , , , ,147864864,3, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:45:23.000 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4405973,1752,1259432,224, ,29, ,85, , , , , , , , , ,29,7, , , ,1,2,8, ,94, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985522073,7132, , , ,41,3145728, , , , ,39,17,430,17, ,24, , ,3,20, , , , ,1, , , , , , , , ,7651,24, , , , , , , , ,154156320,2, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:46:23.018 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4413509,1752,1266968,224, ,29, ,92, , , , , , , , , ,29,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985581603,7177, , , ,37,3145728, , , , ,23,18,451,18, ,27, , ,3,21, , , , ,1, , , , , , , , ,8349,27, , , , , , , , ,162544928,3, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:47:23.034 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4421045,1752,1274504,224, ,29, ,92, , , , , , , , , ,29,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985642105,7219, , , ,37,3145728, , , , ,25,18,468,18, ,24, , ,3,21, , , , ,1, , , , , , , , ,8238,24, , , , , , , , ,166739232,3, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:48:23.057 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4430829,1752,1284288,224, ,30, ,93, , , , , , , , , ,30,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985702637,7261, , , ,36,3145728, , , , ,24,18,467,18, ,24, , ,3,21, , , , ,1, , , , , , , , ,11223,24, , , , , , , , ,173030688,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:49:23.075 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4438365,1752,1291824,224, ,30, ,92, , , , , , , , , ,30,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985760008,7308, , , ,52,3145728, , , , ,39,18,481,18, ,29, , ,3,21, , , , ,1, , , , , , , , ,8423,29, , , , , , , , ,179322144,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:50:23.092 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4445901,1752,1299360,224, ,30, ,92, , , , , , , , , ,30,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985820513,7356, , , ,52,3145728, , , , ,24,18,414,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,185613600,3, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:51:23.108 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4453437,1752,1306896,224, ,30, ,92, , , , , , , , , ,30,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985880979,7404, , , ,51,3145728, , , , ,26,18,413,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,191905056,3, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:52:23.125 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4461013,1752,1314472,224, ,30, ,92, , , , , , , , , ,30,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665985941476,7452, , , ,52,3145728, , , , ,27,18,463,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,198196512,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:53:23.133 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4468549,1752,1322008,224, ,30, ,92, , , , , , , , , ,30,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665986001968,7500, , , ,50,3145728, , , , ,37,18,446,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,204487968,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:54:23.158 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4476085,1752,1329544,224, ,30, ,92, , , , , , , , , ,30,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665986062406,7548, , , ,50,3145728, , , , ,25,18,464,18, ,30, , ,3,21, , , , ,1, , , , , , , , ,8460,30, , , , , , , , ,210779424,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:55:23.173 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4485301,1752,1338760,224, ,31, ,93, , , , , , , , , ,31,7, , , ,1,2,8, ,102, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665986122882,7596, , , ,50,3145728, , , , ,39,18,480,18, ,30, , ,3,20, , , , ,1, , , , , , , , ,11459,30, , , , , , , , ,217070880,2, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2022-10-17 05:56:23.196 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,4492837,1752,1346296,224, ,31, ,85, , , , , , , , , ,31,7, , , ,1,2,8, ,94, , , , , , , , , , , , , , ,3423,2,2318,2318, , , , , ,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665976099918, , , , , , ,0, , , , , , , ,1665986181710,7642, , , ,45,3145728, , ,624, ,27,17,452,17, ,29, , ,3,20, , , , ,1, , , , , , , , ,7836,29, , , ,1, , , , ,223362336,2, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
